              Started ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;           additional 
                      ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;                      
                      ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;                      
                      ;               _Total ;                   C: ;                   F: ;                   D: ;                   E: ;      HarddiskVolume1 ;                      
              148.350 ;               22.442 ;               14.888 ;               30.312 ;               10.072 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.180723718.json.gz 
              148.517 ;               22.439 ;               14.888 ;               30.312 ;               10.066 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.181725994.json.gz 
              148.683 ;               22.439 ;               14.887 ;               30.312 ;               10.066 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.182728615.json.gz 
              148.850 ;               22.439 ;               14.886 ;               30.312 ;               10.066 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.183731418.json.gz 
              149.017 ;               22.436 ;               14.885 ;               30.312 ;               10.060 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.184733520.json.gz 
              149.183 ;               22.434 ;               14.884 ;               30.312 ;               10.053 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.185736076.json.gz 
              149.350 ;               22.434 ;               14.883 ;               30.312 ;               10.053 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.190737896.json.gz 
              149.517 ;               22.431 ;               14.885 ;               30.312 ;               10.047 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.191740042.json.gz 
              149.683 ;               22.431 ;               14.885 ;               30.312 ;               10.047 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.192742266.json.gz 
              149.850 ;               22.431 ;               14.884 ;               30.312 ;               10.047 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.193744843.json.gz 
              150.017 ;               22.428 ;               14.884 ;               30.312 ;               10.041 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.194747584.json.gz 
              150.200 ;               22.428 ;               14.883 ;               30.312 ;               10.041 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.195750336.json.gz 
              150.367 ;               22.428 ;               14.881 ;               30.312 ;               10.041 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.200752753.json.gz 
              150.533 ;               22.425 ;               14.880 ;               30.312 ;               10.035 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.201755030.json.gz 
              150.700 ;               22.423 ;               14.880 ;               30.312 ;               10.029 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.202757496.json.gz 
              150.867 ;               22.423 ;               14.879 ;               30.312 ;               10.029 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.203800103.json.gz 
              151.033 ;               22.423 ;               14.878 ;               30.313 ;               10.029 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.204802460.json.gz 
              151.200 ;               22.420 ;               14.878 ;               30.313 ;               10.023 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.205805596.json.gz 
              151.367 ;               22.399 ;               14.662 ;               30.313 ;               10.017 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.210808341.json.gz 
              151.533 ;               22.392 ;               14.661 ;               30.296 ;               10.017 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.211810972.json.gz 
              151.700 ;               22.395 ;               14.660 ;               30.304 ;               10.017 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.212813787.json.gz 
              151.867 ;               22.396 ;               14.659 ;               30.311 ;               10.011 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.213816555.json.gz 
              152.033 ;               22.393 ;               14.662 ;               30.311 ;               10.005 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.214819499.json.gz 
              152.200 ;               22.393 ;               14.661 ;               30.311 ;               10.005 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.215821955.json.gz 
              152.367 ;               22.390 ;               14.660 ;               30.311 ;                9.999 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.220823732.json.gz 
              152.533 ;               22.390 ;               14.659 ;               30.311 ;                9.999 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.221825325.json.gz 
              152.700 ;               22.387 ;               14.658 ;               30.311 ;                9.992 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.222828182.json.gz 
              152.867 ;               22.385 ;               14.657 ;               30.311 ;                9.986 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.223830139.json.gz 
              153.033 ;               22.382 ;               14.656 ;               30.311 ;                9.980 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.224833082.json.gz 
              153.200 ;               22.382 ;               14.655 ;               30.311 ;                9.980 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.225835520.json.gz 
              153.367 ;               22.377 ;               14.656 ;               30.311 ;                9.968 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.230838193.json.gz 
              153.533 ;               22.376 ;               14.655 ;               30.311 ;                9.968 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.231841037.json.gz 
              153.700 ;               22.374 ;               14.653 ;               30.311 ;                9.962 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.232843380.json.gz 
              153.867 ;               22.374 ;               14.653 ;               30.311 ;                9.962 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.233846477.json.gz 
              154.033 ;               22.371 ;               14.652 ;               30.311 ;                9.956 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.234849276.json.gz 
              154.200 ;               22.371 ;               14.651 ;               30.311 ;                9.956 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.235851993.json.gz 
              154.367 ;               22.567 ;               14.650 ;               30.767 ;                9.950 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.000854311.json.gz 
              154.533 ;               22.568 ;               14.652 ;               30.767 ;                9.950 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.001856888.json.gz 
              154.700 ;               22.567 ;               14.651 ;               30.767 ;                9.950 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.002859662.json.gz 
              154.867 ;               22.565 ;               14.651 ;               30.767 ;                9.944 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.003902402.json.gz 
              155.033 ;               22.562 ;               14.650 ;               30.767 ;                9.937 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.004904674.json.gz 
              155.200 ;               22.562 ;               14.649 ;               30.767 ;                9.937 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.005907036.json.gz 
              155.367 ;               22.562 ;               14.648 ;               30.767 ;                9.937 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.010909232.json.gz 
              155.533 ;               22.562 ;               14.647 ;               30.767 ;                9.937 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.011911805.json.gz 
              155.700 ;               22.556 ;               14.646 ;               30.767 ;                9.925 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.012914201.json.gz 
              155.867 ;               22.556 ;               14.645 ;               30.767 ;                9.925 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.013916121.json.gz 
              156.033 ;               22.556 ;               14.645 ;               30.767 ;                9.925 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.014918899.json.gz 
              156.200 ;               22.553 ;               14.644 ;               30.767 ;                9.919 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.015921415.json.gz 
              156.367 ;               22.551 ;               14.643 ;               30.767 ;                9.913 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.020924067.json.gz 
              156.533 ;               22.548 ;               14.641 ;               30.767 ;                9.907 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.021926841.json.gz 
              156.700 ;               22.549 ;               14.650 ;               30.767 ;                9.907 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.022928937.json.gz 
              156.883 ;               22.675 ;               16.155 ;               30.767 ;                9.907 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.023931472.json.gz 
              157.050 ;               22.673 ;               16.154 ;               30.767 ;                9.901 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.024933346.json.gz 
              157.217 ;               22.673 ;               16.153 ;               30.767 ;                9.901 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.025935807.json.gz 
              157.383 ;               22.670 ;               16.152 ;               30.767 ;                9.895 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.030938361.json.gz 
              157.550 ;               22.670 ;               16.151 ;               30.767 ;                9.895 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.031940401.json.gz 
              157.717 ;               22.667 ;               16.152 ;               30.767 ;                9.889 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.032943039.json.gz 
              157.883 ;               22.664 ;               16.151 ;               30.767 ;                9.883 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.033945686.json.gz 
              158.050 ;               22.664 ;               16.150 ;               30.767 ;                9.883 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.034948325.json.gz 
              158.217 ;               22.661 ;               16.149 ;               30.767 ;                9.876 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.035950691.json.gz 
              158.383 ;               22.659 ;               16.148 ;               30.767 ;                9.870 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.040953529.json.gz 
              158.550 ;               22.656 ;               16.147 ;               30.767 ;                9.864 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.041955845.json.gz 
              158.717 ;               22.653 ;               16.146 ;               30.767 ;                9.858 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.042958364.json.gz 
              158.883 ;               22.653 ;               16.145 ;               30.767 ;                9.858 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.044001178.json.gz 
              159.050 ;               22.650 ;               16.144 ;               30.767 ;                9.852 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.045003825.json.gz 
              159.217 ;               22.648 ;               16.143 ;               30.767 ;                9.846 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.050006197.json.gz 
              159.383 ;               22.648 ;               16.146 ;               30.767 ;                9.846 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.051007909.json.gz 
              159.550 ;               22.645 ;               16.144 ;               30.767 ;                9.840 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.051509516.json.gz 
              159.717 ;               22.642 ;               16.144 ;               30.767 ;                9.834 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.052511489.json.gz 
              159.883 ;               22.642 ;               16.143 ;               30.767 ;                9.834 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.053513560.json.gz 
              160.050 ;               22.642 ;               16.142 ;               30.767 ;                9.834 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.054548785.json.gz 
              160.217 ;               22.639 ;               16.141 ;               30.767 ;                9.828 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.055550514.json.gz 
              160.383 ;               22.639 ;               16.140 ;               30.767 ;                9.828 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.060553127.json.gz 
              160.550 ;               22.637 ;               16.139 ;               30.767 ;                9.821 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.061555192.json.gz 
              160.717 ;               22.634 ;               16.138 ;               30.767 ;                9.815 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.062557684.json.gz 
              160.883 ;               22.634 ;               16.137 ;               30.767 ;                9.815 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.063600259.json.gz 
              161.050 ;               22.634 ;               16.136 ;               30.767 ;                9.815 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.064602943.json.gz 
              161.217 ;               22.631 ;               16.136 ;               30.767 ;                9.809 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.065605152.json.gz 
              161.383 ;               22.628 ;               16.134 ;               30.767 ;                9.802 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.070607677.json.gz 
              161.550 ;               22.628 ;               16.134 ;               30.767 ;                9.802 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.071609470.json.gz 
              161.717 ;               22.625 ;               16.133 ;               30.767 ;                9.796 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.072611582.json.gz 
              161.883 ;               22.625 ;               16.133 ;               30.767 ;                9.796 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.073614222.json.gz 
              162.050 ;               22.625 ;               16.132 ;               30.767 ;                9.796 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.074617187.json.gz 
              162.217 ;               22.625 ;               16.132 ;               30.767 ;                9.796 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.075619706.json.gz 
              162.383 ;               22.619 ;               16.131 ;               30.767 ;                9.784 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.080622094.json.gz 
              162.550 ;               22.619 ;               16.130 ;               30.767 ;                9.784 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.081624309.json.gz 
              162.717 ;               22.617 ;               16.131 ;               30.767 ;                9.778 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.082627005.json.gz 
              162.883 ;               22.617 ;               16.135 ;               30.767 ;                9.778 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.083629950.json.gz 
              163.050 ;               22.617 ;               16.134 ;               30.767 ;                9.778 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.084632325.json.gz 
              163.217 ;               22.612 ;               16.133 ;               30.767 ;                9.766 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.085634454.json.gz 
              163.383 ;               22.612 ;               16.131 ;               30.767 ;                9.766 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.090637120.json.gz 
              163.567 ;               22.612 ;               16.131 ;               30.767 ;                9.766 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.091639373.json.gz 
              163.733 ;               22.606 ;               16.130 ;               30.767 ;                9.754 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.092641058.json.gz 
              163.900 ;               22.606 ;               16.128 ;               30.767 ;                9.754 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.093642783.json.gz 
              164.067 ;               22.607 ;               16.137 ;               30.767 ;                9.754 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.094644117.json.gz 
              164.233 ;               22.623 ;               16.136 ;               30.811 ;                9.747 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.095645257.json.gz 
              164.400 ;               22.620 ;               16.134 ;               30.811 ;                9.741 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.100646454.json.gz 
              164.567 ;               22.594 ;               16.063 ;               30.769 ;                9.735 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.101647746.json.gz 
              164.733 ;               22.576 ;               15.917 ;               30.763 ;                9.729 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.102648979.json.gz 
              164.900 ;               22.572 ;               15.916 ;               30.761 ;                9.723 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.103650202.json.gz 
              165.067 ;               22.575 ;               15.919 ;               30.772 ;                9.717 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.104651229.json.gz 
              165.233 ;               22.561 ;               15.915 ;               30.747 ;                9.710 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.105651930.json.gz 
              165.400 ;               22.567 ;               15.908 ;               30.770 ;                9.705 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.110652785.json.gz 
              165.567 ;               22.452 ;               15.907 ;               30.505 ;                9.705 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.111653594.json.gz 
              165.733 ;               22.396 ;               15.902 ;               30.378 ;                9.705 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.112654667.json.gz 
              165.900 ;               22.386 ;               15.901 ;               30.361 ;                9.699 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.113655376.json.gz 
              166.067 ;               22.206 ;               15.900 ;               29.949 ;                9.699 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.114656593.json.gz 
              166.233 ;               22.224 ;               15.900 ;               29.990 ;                9.699 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.115657898.json.gz 
              166.400 ;               22.260 ;               15.900 ;               30.073 ;                9.699 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.120659213.json.gz 
              166.567 ;               22.257 ;               15.899 ;               30.073 ;                9.693 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.121700636.json.gz 
              166.733 ;               22.254 ;               15.897 ;               30.073 ;                9.686 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.122702920.json.gz 
              166.900 ;               22.254 ;               15.894 ;               30.073 ;                9.686 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.123705251.json.gz 
              167.067 ;               22.251 ;               15.893 ;               30.073 ;                9.680 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.124707839.json.gz 
              167.233 ;               22.251 ;               15.892 ;               30.073 ;                9.680 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.125709731.json.gz 
              167.400 ;               22.251 ;               15.890 ;               30.073 ;                9.680 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.130710879.json.gz 
              167.567 ;               22.251 ;               15.889 ;               30.073 ;                9.680 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.131712715.json.gz 
              167.733 ;               22.246 ;               15.889 ;               30.067 ;                9.674 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.132713736.json.gz 
              167.900 ;               22.154 ;               15.891 ;               29.857 ;                9.674 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.133714689.json.gz 
              168.067 ;               22.094 ;               15.890 ;               29.719 ;                9.674 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.134715381.json.gz 
              168.233 ;               22.115 ;               15.891 ;               29.773 ;                9.668 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.135716629.json.gz 
              168.400 ;               22.115 ;               15.889 ;               29.773 ;                9.668 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.140717768.json.gz 
              168.567 ;               22.115 ;               15.888 ;               29.773 ;                9.668 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.141719083.json.gz 
              168.733 ;               22.121 ;               15.887 ;               29.788 ;                9.668 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.142720468.json.gz 
              168.900 ;               21.923 ;               15.884 ;               29.340 ;                9.662 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.143721667.json.gz 
              169.067 ;               21.953 ;               15.884 ;               29.410 ;                9.662 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.144722705.json.gz 
              169.233 ;               21.967 ;               15.883 ;               29.454 ;                9.650 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.145723710.json.gz 
              169.400 ;               21.887 ;               15.881 ;               29.272 ;                9.650 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.150725674.json.gz 
              169.567 ;               21.800 ;               15.878 ;               29.073 ;                9.650 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.151727191.json.gz 
              169.733 ;               21.818 ;               15.876 ;               29.114 ;                9.650 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.152728739.json.gz 
              169.900 ;               21.838 ;               15.875 ;               29.159 ;                9.650 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.153730063.json.gz 
              170.067 ;               21.854 ;               15.878 ;               29.203 ;                9.644 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.154731079.json.gz 
              170.233 ;               21.818 ;               15.877 ;               29.125 ;                9.638 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.155732138.json.gz 
              170.400 ;               21.789 ;               15.672 ;               29.100 ;                9.638 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.160733195.json.gz 
              170.567 ;               21.750 ;               15.668 ;               29.010 ;                9.638 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.161734498.json.gz 
              170.733 ;               21.618 ;               15.665 ;               28.715 ;                9.632 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.162735830.json.gz 
              170.917 ;               21.640 ;               15.662 ;               28.773 ;                9.625 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.163737789.json.gz 
              171.083 ;               21.640 ;               15.662 ;               28.773 ;                9.625 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.164739835.json.gz 
              171.250 ;               21.635 ;               15.661 ;               28.773 ;                9.613 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.165742287.json.gz 
              171.417 ;               21.635 ;               15.666 ;               28.773 ;                9.613 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.170744671.json.gz 
              171.583 ;               21.632 ;               15.665 ;               28.773 ;                9.607 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.171747495.json.gz 
              171.750 ;               21.630 ;               15.664 ;               28.773 ;                9.601 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.172750485.json.gz 
              171.917 ;               21.628 ;               15.662 ;               28.770 ;                9.601 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.173752982.json.gz 
              172.083 ;               21.468 ;               15.659 ;               28.410 ;                9.595 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.174754913.json.gz 
              172.250 ;               21.489 ;               15.657 ;               28.464 ;                9.589 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.175757764.json.gz 
              172.417 ;               21.489 ;               15.656 ;               28.464 ;                9.589 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.180800726.json.gz 
              172.583 ;               21.486 ;               15.655 ;               28.464 ;                9.583 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.181803329.json.gz 
              172.750 ;               21.486 ;               15.655 ;               28.464 ;                9.583 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.182805412.json.gz 
              172.917 ;               21.486 ;               15.653 ;               28.464 ;                9.583 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.183807948.json.gz 
              173.083 ;               21.484 ;               15.657 ;               28.464 ;                9.577 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.184810369.json.gz 
              173.250 ;               21.481 ;               15.658 ;               28.464 ;                9.570 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.185812284.json.gz 
              173.417 ;               21.481 ;               15.657 ;               28.464 ;                9.570 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.190813979.json.gz 
              173.583 ;               21.478 ;               15.656 ;               28.464 ;                9.564 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.191816533.json.gz 
              173.750 ;               21.478 ;               15.655 ;               28.464 ;                9.564 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.192819478.json.gz 
              173.917 ;               21.478 ;               15.654 ;               28.464 ;                9.564 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.193821898.json.gz 
              174.083 ;               21.475 ;               15.653 ;               28.464 ;                9.558 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.194824506.json.gz 
              174.250 ;               21.447 ;               15.345 ;               28.463 ;                9.552 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.195826735.json.gz 
              174.417 ;               21.471 ;               15.630 ;               28.463 ;                9.552 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.200828640.json.gz 
              174.583 ;               21.468 ;               15.629 ;               28.463 ;                9.546 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.201831064.json.gz 
              174.750 ;               21.468 ;               15.628 ;               28.463 ;                9.546 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.202834092.json.gz 
              174.917 ;               21.465 ;               15.626 ;               28.463 ;                9.540 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.203836791.json.gz 
              175.083 ;               21.465 ;               15.625 ;               28.463 ;                9.540 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.204839089.json.gz 
              175.250 ;               21.460 ;               15.580 ;               28.461 ;                9.540 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.205841108.json.gz 
              175.417 ;               21.445 ;               15.413 ;               28.459 ;                9.540 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.210843047.json.gz 
              175.583 ;               21.438 ;               15.412 ;               28.455 ;                9.528 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.211845720.json.gz 
              175.750 ;               21.444 ;               15.440 ;               28.463 ;                9.528 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.212847918.json.gz 
              175.917 ;               21.438 ;               15.406 ;               28.463 ;                9.522 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.213850061.json.gz 
              176.083 ;               21.435 ;               15.405 ;               28.463 ;                9.516 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.214852220.json.gz 
              176.250 ;               21.435 ;               15.404 ;               28.463 ;                9.516 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.215854876.json.gz 
              176.417 ;               21.435 ;               15.403 ;               28.463 ;                9.516 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.220856826.json.gz 
              176.583 ;               21.430 ;               15.402 ;               28.463 ;                9.503 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.221859004.json.gz 
              176.750 ;               21.430 ;               15.402 ;               28.463 ;                9.503 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.222900895.json.gz 
              176.917 ;               21.430 ;               15.400 ;               28.463 ;                9.503 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.223903055.json.gz 
              177.083 ;               21.427 ;               15.399 ;               28.463 ;                9.497 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.224911239.json.gz 
              177.267 ;               21.427 ;               15.399 ;               28.463 ;                9.497 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.225915110.json.gz 
              177.433 ;               21.427 ;               15.398 ;               28.463 ;                9.497 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.230917992.json.gz 
              177.600 ;               21.421 ;               15.397 ;               28.462 ;                9.485 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.231920578.json.gz 
              177.767 ;               21.421 ;               15.399 ;               28.462 ;                9.485 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.232922856.json.gz 
              177.933 ;               21.419 ;               15.398 ;               28.462 ;                9.479 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.233924471.json.gz 
              178.100 ;               21.417 ;               15.409 ;               28.462 ;                9.473 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.234927168.json.gz 
              178.267 ;               21.594 ;               15.408 ;               28.875 ;                9.467 ;               83.301 ;               94.983 ; Dbmsys.2018.10.30.235929953.json.gz 
              178.433 ;               21.594 ;               15.408 ;               28.875 ;                9.467 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.000932375.json.gz 
              178.600 ;               21.591 ;               15.406 ;               28.875 ;                9.461 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.001935391.json.gz 
              178.767 ;               21.589 ;               15.405 ;               28.875 ;                9.454 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.002936985.json.gz 
              178.933 ;               21.589 ;               15.404 ;               28.875 ;                9.454 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.003939838.json.gz 
              179.100 ;               21.588 ;               15.403 ;               28.875 ;                9.454 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.004942272.json.gz 
              179.267 ;               21.584 ;               15.410 ;               28.875 ;                9.442 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.005944646.json.gz 
              179.433 ;               21.584 ;               15.409 ;               28.875 ;                9.442 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.010946758.json.gz 
              179.600 ;               21.584 ;               15.408 ;               28.875 ;                9.442 ;               83.301 ;               94.983 ; Dbmsys.2018.10.31.011949487.json.gz 
